year,end,id,role,district,school,etlp_learningtargets,etlp_studentsassess,etlp_studentsidentify,etlp_feedbacktotargets,etlp_studenttostudentfeedback,etlp_studentsstatecriteria,etlp_instructionstatestandards,cfa_usecfa,cfa_allincfa,etlp_cfa_studentreviewscfa,cfa_cfausedtoplan,memberofteam,dbdm_teamreviewsdata,dbdm_teampositive,dbdm_effectiveteamingpractices,dbdm_datadeterminepractices,dbdm_visualrepresetations,lead_leadersmanage,lead_teachertoteacherfeedback,lead_leadercommitted,lead_leaderactive,pd_pdinstruuction,pd_coachinginstruction,pd_pdmonitor,pd_teacherfeedbackinstruction
2017-18 SY,2018-03-15 7:20,R_28B2mmJ3yRgQXOo,Other,UNIVERSITY ACADEMY,University Academy Lower,4,4,4,5,4,4,5,5,5,5,5,,,,,5,4,4,2,4,5,5,3,5,2
2017-18 SY,2018-03-15 7:22,R_2fr2GtOCyVl92O1,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,5,4,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,4,5,5,5,4,5,2
2017-18 SY,2018-03-15 7:22,R_PLEqCfOZQ54tHz3,Classroom Teacher,SEDALIA 200,Parkview Elementary,5,5,4,5,4,5,5,5,5,5,5,,5,5,5,5,5,5,3,5,5,5,4,5,3
2017-18 SY,2018-03-15 7:22,R_1dpf5MCmX56aust,Classroom Teacher,SEDALIA 200,Parkview Elementary,5,4,2,3,4,4,5,5,4,2,4,,5,5,5,5,5,5,3,5,5,5,5,5,2
2017-18 SY,2018-03-15 7:24,R_1N9CMpEtYl2fRUd,Classroom Teacher,SEDALIA 200,Parkview Elementary,2,4,4,5,5,4,5,4,5,5,5,,4,5,4,4,4,5,3,4,4,5,5,4,3
2017-18 SY,2018-03-15 7:48,R_27V7nBc65NN5LS8,Classroom Teacher,BELTON 124,Mill Creek Upper Elementary,5,4,4,5,5,4,5,5,5,5,5,,3,5,4,4,4,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 8:27,R_wZAnpyD67sX0UeJ,Classroom Teacher,SEDALIA 200,Parkview Elementary,5,5,4,4,4,4,5,5,4,4,5,,5,5,4,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 8:30,R_3HnbubwEw4QJmr9,Classroom Teacher,SEDALIA 200,Parkview Elementary,3,3,4,4,5,4,5,5,5,3,5,,5,5,5,5,5,,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 8:30,R_3QJm5sTAhwNG6EF,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,4,4,5,5,4,5,5,5,5,5,,5,5,5,5,4,5,5,5,5,5,4,5,5
2017-18 SY,2018-03-15 8:31,R_2zdSv2UC7RnhAyt,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,5,4,4,4,4,4,5,4,4,5,,5,5,5,4,4,5,5,5,5,5,5,4,5
2017-18 SY,2018-03-15 8:31,R_31gUGa4a9GiRzWa,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,4,4,4,4,4,5,4,5,3,5,,5,5,4,5,3,5,5,5,5,5,4,5,5
2017-18 SY,2018-03-15 8:37,R_beXizTh9ljDwO3f,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,4,4,4,5,5,4,4,4,4,4,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 8:43,R_2dlQaHfwNSyRsHv,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,5,3,5,4,4,5,5,4,4,4,,4,2,4,5,4,2,1,3,4,2,3,4,2
2017-18 SY,2018-03-15 9:18,R_1DPgCYJjWm8pkma,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,3,2,2,5,2,2,1,2,5,5,5,,2,5,2,2,1,5,4,4,4,4,4,4,3
2017-18 SY,2018-03-15 9:28,R_2XajBINhq39dPgh,Classroom Teacher,SEDALIA 200,Parkview Elementary,2,4,4,4,4,2,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 9:28,R_3ozSR9Ke6KT1SuN,Classroom Teacher,SEDALIA 200,Parkview Elementary,1,2,2,4,3,2,5,4,5,5,5,,5,5,5,5,5,5,5,5,5,5,3,5,4
2017-18 SY,2018-03-15 9:28,R_1ruBpisPU9ccYEt,Classroom Teacher,SEDALIA 200,Parkview Elementary,3,4,4,4,4,4,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 9:30,R_2zHCNjjlFibOA3E,Classroom Teacher,SEDALIA 200,Parkview Elementary,2,5,4,5,3,2,5,5,4,4,5,,5,5,4,5,5,4,3,4,5,,5,5,4
2017-18 SY,2018-03-15 9:30,R_1DBDnORtGxQZTlx,Building Administrator,MCDONALD CO. R-I,Southwest City Elementary,,,,,,,,,,,,,5,5,4,4,3,,,,,,,,
2017-18 SY,2018-03-15 9:32,R_3emmrlu8nEX2MQM,Classroom Teacher,SEDALIA 200,Parkview Elementary,2,3,2,4,4,2,5,4,4,2,4,,4,5,4,5,4,5,5,5,5,5,5,4,4
2017-18 SY,2018-03-15 9:41,R_3I4X8f8n9iOmHDc,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,1,4,3,5,5,5,5,5,5,5,5,,3,4,2,2,2,4,3,4,3,4,2,4,2
2017-18 SY,2018-03-15 9:47,R_BVtLwq5fDMSkLQd,Special Educator,MCDONALD CO. R-I,Mcdonald County High,4,4,4,5,5,5,5,5,5,5,5,,4,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 10:18,R_z9eUTO9nG0lImNX,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,5,4,3,5,4,4,5,5,5,4,5,,4,4,5,4,3,4,4,4,4,2,4,4,1
2017-18 SY,2018-03-15 10:20,R_3oI5jcH08NDNH1u,District Administrator,FARMINGTON R-VII,District Office,,,,,,,,,,,,,,,,,,4,4,4,4,4,2,2,2
2017-18 SY,2018-03-15 10:30,R_2waChIKjighs05D,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,5,4,5,5,4,5,5,5,5,5,,3,2,5,4,4,5,5,5,4,5,4,5,4
2017-18 SY,2018-03-15 10:32,R_31Fdz6qZl4xjb4S,Other,FARMINGTON R-VII,Roosevelt Elementary,5,4,4,5,4,2,5,5,5,3,5,,,,,5,5,5,5,5,5,3,5,1,1
2017-18 SY,2018-03-15 10:40,R_pJKsibDnQ3s1QIh,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,4,4,5,5,5,5,5,4,5,5,,3,3,5,4,3,4,3,3,2,4,3,3,3
2017-18 SY,2018-03-15 10:44,R_3COctraQwdppu3H,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,5,5,5,5,4,4,5,5,5,5,,5,4,5,4,4,5,5,5,5,5,5,5,3
2017-18 SY,2018-03-15 10:57,R_2azdlDosgxhdp30,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,4,4,5,5,4,5,5,5,4,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 11:05,R_ezifSAHFX92jPNf,Classroom Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,1,1,4,5,3,2,4,2,5,2,4,,5,4,5,4,4,5,5,5,5,5,5,5,4
2017-18 SY,2018-03-15 11:10,R_1ou0nunKYLu1GOR,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,3,3,3,5,3,4,4,4,,2,5,,2,2,2,2,2,4,4,4,2,5,5,5,2
2017-18 SY,2018-03-15 11:11,R_10Nu4fE9g4jt2Gh,Classroom Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,,5,3,3,2,3,2,3,5,1,2,,2,2,5,2,1,2,2,3,2,1,1,1,1
2017-18 SY,2018-03-15 11:16,R_2PoEqDusaSbFeWx,Special Educator,BELTON 124,Belton Middle School/Freshman Center,3,1,1,2,1,1,4,2,2,1,1,,,,,1,1,5,5,5,5,5,4,2,4
2017-18 SY,2018-03-15 11:32,R_1jp5zoiw6HUxPyU,Special Educator,POPLAR BLUFF R-I,Poplar Bluff Early Childhood Center,2,5,2,5,5,2,5,5,5,2,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 11:37,R_3JfuCCYUSTL1QcI,Special Educator,FARMINGTON R-VII,Roosevelt Elementary,2,3,2,4,2,2,5,4,5,4,4,,3,4,4,4,4,2,3,3,3,2,2,3,2
2017-18 SY,2018-03-15 11:49,R_2ty4mU7Isxcl0hc,Special Educator,FARMINGTON R-VII,Roosevelt Elementary,4,4,4,5,4,4,5,5,5,4,5,,2,4,5,4,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 11:57,R_211yzmpVd5c2Qba,Other,FARMINGTON R-VII,Roosevelt Elementary,5,5,5,5,5,5,5,,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 11:58,R_2febGGASMD9tHeN,Special Educator,BELTON 124,Belton Middle School/Freshman Center,4,4,4,4,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 12:11,R_9TZK3lZqf53oF8Z,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,2,1,2,5,4,1,2,4,4,2,4,,4,5,4,4,2,4,4,5,5,5,4,3,2
2017-18 SY,2018-03-15 12:14,R_3g7MzwnefUVTu1e,Other,SEDALIA 200,Parkview Elementary,4,4,4,5,4,4,5,5,5,4,5,,4,5,5,5,5,4,4,5,5,4,4,4,4
2017-18 SY,2018-03-15 12:16,R_tSVWpg0DuBpH4nD,Special Educator,POPLAR BLUFF R-I,Poplar Bluff Junior High School,2,2,2,4,4,2,4,5,5,4,5,,4,4,5,5,5,4,4,4,4,4,4,4,3
2017-18 SY,2018-03-15 12:21,R_bypvqhky3CD4nUB,Classroom Teacher,SEDALIA 200,Parkview Elementary,3,2,3,5,3,3,4,4,5,3,5,,4,5,5,5,4,4,5,5,5,4,5,5,5
2017-18 SY,2018-03-15 12:22,R_2wjMl9edrD9ezYz,Special Educator,MCDONALD CO. R-I,White Rock Elementary,3,3,2,5,2,3,5,5,5,5,4,,4,5,5,5,5,5,5,5,4,4,4,4,4
2017-18 SY,2018-03-15 12:22,R_2w50j27ViV82nP3,Classroom Teacher,SEDALIA 200,Parkview Elementary,2,3,1,4,3,2,4,5,5,3,5,,1,4,2,4,3,4,5,4,4,3,5,3,2
2017-18 SY,2018-03-15 12:23,R_1GBlIw5x0uAirAH,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,3,3,4,4,3,5,5,4,2,4,,4,4,4,5,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 12:25,R_Os9seUm7swRSPLj,Classroom Teacher,SEDALIA 200,Parkview Elementary,3,3,3,4,2,2,5,2,2,2,4,,5,5,4,5,5,5,5,5,5,5,4,5,4
2017-18 SY,2018-03-15 12:26,R_1py9DNNYNZXmLJ1,Other,SEDALIA 200,Parkview Elementary,2,2,3,4,2,2,5,4,5,4,4,,,,,5,4,5,5,5,5,5,4,4,4
2017-18 SY,2018-03-15 12:41,R_3knVOmVbmKH53ck,Classroom Teacher,BELTON 124,Scott Elementary,3,3,3,5,2,2,5,5,5,4,5,,5,4,5,4,3,4,4,4,4,4,4,4,3
2017-18 SY,2018-03-15 12:59,R_33fLDIK9bMgVeoK,Classroom Teacher,BELTON 124,Scott Elementary,2,4,4,5,4,4,4,5,5,5,5,,,,,4,5,5,4,4,4,5,4,5,5
2017-18 SY,2018-03-15 13:10,R_O8OC57xXhOiTwVH,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,2,3,4,5,5,4,5,5,5,4,5,,2,5,3,2,2,5,4,5,5,5,5,4,2
2017-18 SY,2018-03-15 13:19,R_OD5hm2rWRZzTTuF,Classroom Teacher,SEDALIA 200,Parkview Elementary,5,5,4,5,4,5,5,5,5,4,5,,5,5,4,5,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 13:20,R_DcbVMxK2y5cQo01,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,4,3,4,3,2,5,5,4,2,5,,5,5,4,5,4,5,5,5,5,5,4,4,3
2017-18 SY,2018-03-15 13:24,R_3DpfrOCuHs1FSZO,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,4,3,4,3,4,5,4,5,3,5,,4,5,4,5,5,4,2,5,5,5,4,3,2
2017-18 SY,2018-03-15 13:25,R_3fWbVYKeMIQ1HpQ,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,4,4,4,4,4,4,5,4,2,5,,5,5,4,4,5,5,5,5,5,5,5,3,5
2017-18 SY,2018-03-15 13:26,R_1lhKvhgKNpvAdPM,Classroom Teacher,SEDALIA 200,Parkview Elementary,4,4,3,4,2,3,5,5,5,4,5,,4,5,4,5,5,5,3,4,4,5,5,3,3
2017-18 SY,2018-03-15 13:37,R_VX3qf4wkt8Nj9v3,Other,FARMINGTON R-VII,Roosevelt Elementary,4,4,4,4,4,4,4,5,5,5,5,,,,,5,5,4,3,4,4,4,4,4,4
2017-18 SY,2018-03-15 13:45,R_2s5UiA8y9qcYvUt,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,3,1,4,5,3,2,5,3,3,2,5,,2,2,4,5,4,5,5,5,5,4,4,3,5
2017-18 SY,2018-03-15 13:55,R_3jVbDrhimnkX53Y,Building Administrator,UNIVERSITY ACADEMY,University Academy Lower,,,,,,,,,,,,,5,4,5,5,5,,,,,,,,
2017-18 SY,2018-03-15 14:08,R_exGxjtv6p2rzsyt,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,2,2,1,3,2,1,1,5,5,2,4,,3,3,4,2,2,3,1,2,2,4,2,1,1
2017-18 SY,2018-03-15 14:14,R_bdUlDODnv5ivXzP,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,2,4,2,4,4,4,5,2,2,2,5,,,,,5,5,5,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 14:29,R_2YR3XfjQNFDtQxf,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-15 14:52,R_31HRRW8KC60o4Mw,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,4,4,4,4,4,4,5,4,4,4,5,,1,2,3,4,4,4,4,5,5,5,4,4,3
2017-18 SY,2018-03-15 17:26,R_3q9y70pqObx24Fl,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-15 18:14,R_22VyayIPsYB8tsl,Classroom Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,2,2,2,4,2,2,5,5,5,4,3,,5,4,5,4,3,3,4,4,5,3,4,4,3
2017-18 SY,2018-03-15 20:54,R_27dsorKLFg66yG2,Classroom Teacher,FARMINGTON R-VII,Roosevelt Elementary,4,3,3,5,3,3,5,5,5,5,5,,4,5,5,4,5,5,5,5,5,5,4,5,5
2017-18 SY,2018-03-15 21:47,R_3lVSJLvlZFe76iR,Classroom Teacher,POPLAR BLUFF R-I,Eugene Field Elementary School,2,3,2,4,3,2,4,4,4,4,4,,4,4,4,4,3,4,5,5,5,4,4,4,4
2017-18 SY,2018-03-16 6:08,R_2n2yZI8T1sLxdRL,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,5,2,3,3,2,4,4,4,5,4,5,,5,4,5,5,4,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-16 6:19,R_3NUkpJ3Mh2LZe1E,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Middle,2,4,1,5,4,2,5,4,5,4,5,,5,4,4,4,4,5,5,5,5,5,5,5,1
2017-18 SY,2018-03-16 6:27,R_1gnWUaFeQxlpf1D,Classroom Teacher,FT. ZUMWALT R-II,Progress South Elementary School,2,4,2,4,5,4,4,5,5,4,5,,4,3,4,2,4,4,3,4,4,4,4,4,2
2017-18 SY,2018-03-16 6:57,R_2CVTzW207KMaLBQ,Classroom Teacher,BELTON 124,Belton Middle School/Freshman Center,2,2,2,,4,4,5,5,5,4,4,,4,5,4,4,4,4,3,3,3,3,3,3,2
2017-18 SY,2018-03-16 7:02,R_338f6fFFoDQYFVb,Special Educator,FARMINGTON R-VII,Roosevelt Elementary,5,5,5,5,4,4,4,1,5,4,1,,,,,5,5,4,4,4,4,5,3,4,3
2017-18 SY,2018-03-16 7:21,R_uqCRHKWtbdl1Q2J,Special Educator,MOUND CITY R-II,Mound City Elementary,2,5,5,5,5,4,5,5,5,5,5,,4,5,5,5,5,5,5,5,5,5,5,5,3
2017-18 SY,2018-03-16 7:24,R_s6ygwMlnXoaVksN,Special Educator,MOUND CITY R-II,Mound City Elementary,5,5,5,5,5,5,5,5,5,5,5,,4,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 7:33,R_27dmshr52skFuAM,School Counselor,BELTON 124,Belton Middle School/Freshman Center,,,,,,,,,,,,,4,4,4,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 7:39,R_1eY0sipN3N9tGuj,Classroom Teacher,POPLAR BLUFF R-I,Poplar Bluff Junior High School,5,1,3,5,3,3,5,5,5,2,5,,5,5,5,5,5,5,5,5,5,5,3,4,5
2017-18 SY,2018-03-16 7:58,R_XSLx8pfxRNyRyjD,Classroom Teacher,POPLAR BLUFF R-I,Eugene Field Elementary School,5,4,5,5,5,5,5,5,4,4,4,,4,4,5,5,5,5,5,5,4,3,4,4,4
2017-18 SY,2018-03-16 8:03,R_2WGuOjhwB3dN3YZ,Classroom Teacher,MALDEN R-I,Malden High,4,5,5,5,4,4,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 8:19,R_2Xp8r8eblqzYX9U,Classroom Teacher,BELTON 124,Cambridge Elementary,5,5,5,5,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 8:20,R_217C2NAxBrpHQqj,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,2,4,1,5,5,2,5,5,5,5,5,,5,5,5,5,5,5,4,4,4,4,2,4,3
2017-18 SY,2018-03-16 8:24,R_tKw1061refqcO53,Special Educator,UNIVERSITY ACADEMY,Other,4,5,4,5,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 8:28,R_2tmtRqJx81pkbog,Classroom Teacher,MCDONALD CO. R-I,Mcdonald County High,2,3,3,5,4,4,5,5,5,5,5,,4,5,5,4,3,5,5,5,5,4,3,3,4
2017-18 SY,2018-03-16 8:32,R_4I5pJ1hvYzHa933,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Middle,1,4,,5,5,,5,1,1,1,1,,2,5,5,5,3,4,4,4,4,2,3,4,4
2017-18 SY,2018-03-16 8:33,R_1gzJkYJkkLN5sOY,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,4,4,4,5,5,5,5,4,5,5,4,,,,,5,4,4,4,5,4,4,4,4,3
2017-18 SY,2018-03-16 8:34,R_3Gr1RMPBLJvn4hJ,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,1,5,5,5,1,4,5,4,4,5,5,,4,4,4,4,4,4,3,4,3,2,3,2,4
2017-18 SY,2018-03-16 8:34,R_26gMWirzP5bnAb6,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,5,4,5,5,2,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 8:34,R_Y05sH9DeymPlg3v,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,2,4,2,5,3,4,4,4,4,4,5,,,,,4,2,2,1,3,2,5,1,2,1
2017-18 SY,2018-03-16 8:41,R_3k1ldJFO9q4cYM5,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Middle,2,4,4,,2,2,5,5,5,4,5,,5,5,4,5,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-16 8:45,R_1jYRo7CF40AR8MN,Other,BELTON 124,Belton Middle School/Freshman Center,2,2,1,4,2,1,,1,1,1,1,,,,,4,4,4,4,3,3,4,3,4,4
2017-18 SY,2018-03-16 8:47,R_3JEO7GMCyCefErz,School Counselor,UNIVERSITY ACADEMY,University Academy Lower,,,,,,,,,,,,,,,,3,3,5,3,3,4,3,3,3,3
2017-18 SY,2018-03-16 9:03,R_11Z4xOosiF69j1V,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,2,3,5,3,4,4,5,5,5,5,,4,4,5,4,5,3,3,3,2,2,2,1,3
2017-18 SY,2018-03-16 9:09,R_2OUvLNiuPqFe0LV,Classroom Teacher,MCDONALD CO. R-I,Mcdonald County High,3,4,4,5,4,4,5,5,5,4,5,,4,5,4,4,4,5,5,5,5,,4,4,5
2017-18 SY,2018-03-16 9:19,R_1BQpj7dPP1pBovI,Other,FARMINGTON R-VII,Jefferson Elementary,5,5,5,5,5,5,5,5,5,5,5,,,,,5,5,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-16 9:32,R_3sobzTlcGdnSFgv,Building Administrator,UNIVERSITY ACADEMY,University Academy Upper,,,,,,,,,,,,,,,,4,4,,,,,,,,
2017-18 SY,2018-03-16 9:32,R_31zNyXuM3qJdhXU,Other,UNIVERSITY ACADEMY,University Academy Lower,4,5,5,5,3,4,5,4,5,5,4,,,,,5,5,5,5,5,5,5,4,3,4
2017-18 SY,2018-03-16 9:37,R_p6Nr4q2RRJ7B8R3,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,1,1,2,4,2,2,4,4,4,4,4,,2,2,2,2,2,2,1,1,2,1,1,1,1
2017-18 SY,2018-03-16 9:43,R_2ZCj4hIrJNSUj95,Other,UNIVERSITY ACADEMY,Other,4,4,4,4,4,4,5,4,4,4,4,,,,,5,4,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-16 9:44,R_3r1TBifOU48yDHZ,Classroom Teacher,WILLOW SPRINGS R-IV,Willow Springs High School,2,2,2,4,2,2,4,3,3,2,2,,4,5,4,4,3,4,4,4,4,4,3,4,3
2017-18 SY,2018-03-16 9:51,R_325AJU5zKB78s7u,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,5,5,5,5,5,4,,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 9:55,R_2nRxDthMWohMhRT,Classroom Teacher,POPLAR BLUFF R-I,O'Neal Elementary School,2,2,2,4,2,1,5,5,5,4,2,,5,4,5,4,1,4,4,5,5,4,3,4,4
2017-18 SY,2018-03-16 10:02,R_3oTQYX9EwuO7TVe,Other,BELTON 124,Belton Middle School/Freshman Center,4,3,4,4,4,3,4,4,5,4,4,,,,,4,4,4,4,4,4,3,2,2,1
2017-18 SY,2018-03-16 10:07,R_R2FgCWKfqESyprz,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,4,3,4,5,5,3,5,5,5,4,5,,5,5,5,5,5,5,5,,5,4,4,4,3
2017-18 SY,2018-03-16 10:08,R_UWT02UHII9iwKjf,Special Educator,BELTON 124,Hillcrest Steam Academy,2,4,3,4,3,2,5,1,4,5,1,,,,,4,4,4,4,4,3,4,2,2,2
2017-18 SY,2018-03-16 10:08,R_1ez3pdRuVainWN5,Classroom Teacher,FARMINGTON R-VII,Farmington Middle School,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 10:12,R_1JD7HWVfeisN2T2,Classroom Teacher,UNIVERSITY ACADEMY,Other,2,5,5,5,5,2,5,2,2,2,2,,,,,5,5,5,3,5,3,5,3,3,1
2017-18 SY,2018-03-16 10:13,R_2UYPDoVBV0sXWcK,Classroom Teacher,BELTON 124,Hillcrest Steam Academy,2,4,4,5,3,4,5,5,5,3,5,,5,5,5,5,5,5,5,4,5,5,4,4,5
2017-18 SY,2018-03-16 10:13,R_2dtjDsgjpXdAzQM,School Counselor,FARMINGTON R-VII,Farmington Middle School,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4
2017-18 SY,2018-03-16 10:14,R_2QG6etT5vF8Osws,Other,BELTON 124,Hillcrest Steam Academy,2,2,2,5,1,2,5,1,5,5,4,,,,,5,5,5,5,5,5,5,5,5,3
2017-18 SY,2018-03-16 10:15,R_2Qn7zHyQEzoJc0W,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,4,4,5,5,4,4,4,5,5,4,5,,4,4,5,4,5,5,5,5,4,4,5,5,4
2017-18 SY,2018-03-16 10:15,R_2v7fBAvyyMRh2i2,Classroom Teacher,FARMINGTON R-VII,Farmington Middle School,4,3,4,5,3,3,4,5,5,5,5,,,,,4,4,4,4,4,4,3,4,3,2
2017-18 SY,2018-03-16 10:30,R_2E0kN0EGEd127zI,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Upper,3,4,4,5,5,4,2,4,5,4,4,,,,,2,2,3,2,4,4,2,2,2,2
2017-18 SY,2018-03-16 10:31,R_AaOs5LUbLekTgcN,Other,UNIVERSITY ACADEMY,Other,5,4,4,5,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 10:31,R_1hJS6ptyPoblqCW,Other,FARMINGTON R-VII,Farmington Middle School,5,5,5,5,5,5,5,1,5,4,1,,,,,4,4,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 10:32,R_24wmBXpVxjJ81Pe,Classroom Teacher,BELTON 124,Hillcrest Steam Academy,2,2,4,5,3,4,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,2
2017-18 SY,2018-03-16 10:39,R_24w4WzbrMNJ1xaY,Classroom Teacher,UNIVERSITY ACADEMY,Other,2,4,5,5,4,4,5,5,5,3,4,,3,3,4,4,3,4,4,4,4,4,4,3,4
2017-18 SY,2018-03-16 10:39,R_cPan34m0RR8pIqd,Special Educator,BELTON 124,Hillcrest Steam Academy,1,4,1,4,2,5,5,5,5,4,5,,,,,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 10:40,R_1OSMS7Q0TzwTZUM,Classroom Teacher,MCDONALD CO. R-I,Mcdonald County High,4,3,4,4,4,4,5,4,5,4,4,,5,3,3,4,3,3,4,4,3,5,5,5,5
2017-18 SY,2018-03-16 10:41,R_1gc4VKdamWivtGa,Special Educator,CAMERON R-I,Cameron Intermediate School,4,5,3,5,4,4,5,5,5,4,5,,,,,4,4,4,4,4,4,4,4,4,2
2017-18 SY,2018-03-16 10:47,R_21zlhnjjDM6qiU6,Classroom Teacher,BELTON 124,Hillcrest Steam Academy,2,2,2,4,4,3,4,3,5,4,5,,5,5,5,5,5,5,5,5,5,5,4,5,3
2017-18 SY,2018-03-16 10:47,R_2Ecy4X2ThrVZIZo,Classroom Teacher,BELTON 124,Hillcrest Steam Academy,3,5,4,5,4,4,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,5,5,4,4
2017-18 SY,2018-03-16 10:48,R_1LdGQKrHggca4wV,Classroom Teacher,UNIVERSITY ACADEMY,University Academy Lower,3,5,5,5,5,4,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5
2017-18 SY,2018-03-16 11:00,R_8nXuuzcXukybJqp,Classroom Teacher,FARMINGTON R-VII,Farmington Middle School,4,3,3,2,2,4,5,5,5,4,5,,4,4,4,3,4,4,4,4,4,4,4,3,2
